response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch,response_unmodified,embedding_switch_prediction,switch_embedding
pig,rank-1,598,gemini-2.5-flash-lite,7,35,1,fox,animals-gen,hills,['Farm'],False,"['Canine', 'NorthAmerican', 'UsedForFur']",False,pig,False,median
sheep,rank-1,598,gemini-2.5-flash-lite,8,35,1,deer,animals-gen,hills,['Farm'],False,"['Deers', 'NorthAmerican']",False,sheep,False,median
chicken,rank-1,598,gemini-2.5-flash-lite,9,35,1,flamingo,animals-gen,hills,"['Bird', 'Farm']",False,['Bird'],True,chicken,True,median
duck,rank-1,598,gemini-2.5-flash-lite,10,35,1,emu,animals-gen,hills,['Bird'],False,"['Australian', 'Bird']",False,duck,False,median
goat,rank-1,598,gemini-2.5-flash-lite,11,35,1,bird,animals-gen,hills,['Farm'],True,['Bird'],False,goat,True,median
rabbit,rank-1,598,gemini-2.5-flash-lite,12,35,1,parrot,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['Bird', 'Pets']",False,rabbit,True,median
mouse,rank-1,598,gemini-2.5-flash-lite,13,35,1,hamster,animals-gen,hills,"['Bird', 'Rodents']",True,"['Pets', 'Rodents']",False,mouse,True,median
rat,rank-1,598,gemini-2.5-flash-lite,14,35,1,gerbil,animals-gen,hills,['Rodents'],False,"['Pets', 'Rodents']",False,rat,False,median
hamster,rank-1,598,gemini-2.5-flash-lite,15,35,1,parakeet,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Pets']",False,hamster,False,median
gerbil,rank-1,598,gemini-2.5-flash-lite,16,35,1,lizard,animals-gen,hills,"['Pets', 'Rodents']",False,['ReptileAmphibian'],True,gerbil,False,median
snake,rank-1,598,gemini-2.5-flash-lite,17,35,1,frog,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['ReptileAmphibian', 'Water']",False,snake,True,median
lizard,rank-1,598,gemini-2.5-flash-lite,18,35,1,snake,animals-gen,hills,['ReptileAmphibian'],False,"['Farm', 'ReptileAmphibian']",False,lizard,False,median
turtle,rank-1,598,gemini-2.5-flash-lite,19,35,1,shark,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Fish', 'Water']",True,turtle,False,median
frog,rank-1,598,gemini-2.5-flash-lite,20,35,1,dolphin,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Insects', 'Water']",False,frog,False,median
toad,rank-1,598,gemini-2.5-flash-lite,21,35,1,goldfish,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Fish', 'Pets', 'Water']",False,toad,False,median
spider,rank-1,598,gemini-2.5-flash-lite,22,35,1,fish,animals-gen,hills,"['Arachnid', 'Farm']",True,"['Fish', 'Water']",False,spider,True,median
ant,rank-1,598,gemini-2.5-flash-lite,23,35,1,leopard,animals-gen,hills,['Insects'],True,"['African', 'Feline']",True,ant,True,median
cow,rank-1,495,gemini-2.5-flash-lite,1,31,1,cow,animals-gen,hills,"['Bovine', 'Farm']",True,"['Bovine', 'Farm']",True,cow,False,median
pig,rank-1,495,gemini-2.5-flash-lite,2,31,1,cheetah,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True,pig,False,median
chicken,rank-1,495,gemini-2.5-flash-lite,3,31,1,bird,animals-gen,hills,"['Bird', 'Farm']",False,['Bird'],True,chicken,False,median
sheep,rank-1,495,gemini-2.5-flash-lite,4,31,1,goldfish,animals-gen,hills,['Farm'],False,"['Fish', 'Pets', 'Water']",True,sheep,True,median
horse,rank-1,495,gemini-2.5-flash-lite,5,31,1,toucan,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Bird'],True,horse,True,median
goat,rank-1,495,gemini-2.5-flash-lite,6,31,1,dog,animals-gen,hills,['Farm'],False,"['Canine', 'Pets']",True,goat,True,median
duck,rank-1,495,gemini-2.5-flash-lite,7,31,1,cat,animals-gen,hills,['Bird'],True,['Pets'],False,duck,True,median
goose,rank-1,495,gemini-2.5-flash-lite,8,31,1,squirrel,animals-gen,hills,['Water'],True,"['NorthAmerican', 'Rodents']",True,goose,False,median
turkey,rank-1,495,gemini-2.5-flash-lite,9,31,1,bat,animals-gen,hills,"['Bird', 'Farm']",True,['Insectivores'],True,turkey,True,median
dog,rank-1,495,gemini-2.5-flash-lite,10,31,1,elephant,animals-gen,hills,"['Canine', 'Pets']",True,['African'],True,dog,True,median
cat,rank-1,495,gemini-2.5-flash-lite,11,31,1,flamingo,animals-gen,hills,['Pets'],False,['Bird'],True,cat,False,median
hamster,rank-1,495,gemini-2.5-flash-lite,12,31,1,rhino,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],True,hamster,False,median
rabbit,rank-1,495,gemini-2.5-flash-lite,13,31,1,goat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Farm'],True,rabbit,False,median
guinea_pig,rank-1,495,gemini-2.5-flash-lite,14,31,1,horse,animals-gen,hills,"['Pets', 'Rodents']",False,"['BeastsOfBurden', 'Farm']",False,guinea pig,False,median
mouse,rank-1,495,gemini-2.5-flash-lite,15,31,1,shark,animals-gen,hills,"['Bird', 'Rodents']",False,"['Fish', 'Water']",True,mouse,True,median
rat,rank-1,495,gemini-2.5-flash-lite,16,31,1,human,animals-gen,hills,['Rodents'],False,['Primates'],True,rat,False,median
bird,rank-1,495,gemini-2.5-flash-lite,17,31,1,fish,animals-gen,hills,['Bird'],True,"['Fish', 'Water']",True,bird,True,median
fish,rank-1,495,gemini-2.5-flash-lite,18,31,1,bass,animals-gen,hills,"['Fish', 'Water']",True,['Fish'],False,fish,True,median
snake,rank-1,495,gemini-2.5-flash-lite,19,31,1,eagle,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Bird'],True,snake,True,median
lizard,rank-1,495,gemini-2.5-flash-lite,20,31,1,stallion,animals-gen,hills,['ReptileAmphibian'],False,['Farm'],True,lizard,False,median
turtle,rank-1,495,gemini-2.5-flash-lite,21,31,1,cardinal,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],True,turtle,False,median
frog,rank-1,495,gemini-2.5-flash-lite,22,31,1,tiger,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Feline']",True,frog,False,median
dog,rank-1,590,gemini-2.5-flash-lite,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,590,gemini-2.5-flash-lite,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,590,gemini-2.5-flash-lite,3,35,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",True,hamster,False,median
rabbit,rank-1,590,gemini-2.5-flash-lite,4,35,1,rat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Rodents'],False,rabbit,False,median
guinea_pig,rank-1,590,gemini-2.5-flash-lite,5,35,1,horse,animals-gen,hills,"['Pets', 'Rodents']",False,"['BeastsOfBurden', 'Farm']",True,guinea pig,True,median
horse,rank-1,590,gemini-2.5-flash-lite,6,35,1,mule,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['BeastsOfBurden', 'Farm']",False,horse,True,median
cow,rank-1,590,gemini-2.5-flash-lite,7,35,1,giraffe,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],True,cow,False,median
pig,rank-1,590,gemini-2.5-flash-lite,8,35,1,elephant,animals-gen,hills,['Farm'],False,['African'],False,pig,False,median
chicken,rank-1,590,gemini-2.5-flash-lite,9,35,1,hippopotamus,animals-gen,hills,"['Bird', 'Farm']",False,['African'],False,chicken,True,median
duck,rank-1,590,gemini-2.5-flash-lite,10,35,1,eel,animals-gen,hills,['Bird'],False,['Water'],True,duck,False,median
goose,rank-1,590,gemini-2.5-flash-lite,11,35,1,snake,animals-gen,hills,['Water'],True,"['Farm', 'ReptileAmphibian']",True,goose,False,median
sheep,rank-1,590,gemini-2.5-flash-lite,12,35,1,cow,animals-gen,hills,['Farm'],True,"['Bovine', 'Farm']",False,sheep,True,median
goat,rank-1,590,gemini-2.5-flash-lite,13,35,1,pig,animals-gen,hills,['Farm'],False,['Farm'],False,goat,False,median
llama,rank-1,590,gemini-2.5-flash-lite,14,35,1,fish,animals-gen,hills,"['BeastsOfBurden', 'UsedForFur']",True,"['Fish', 'Water']",True,llama,False,median
alpaca,rank-1,590,gemini-2.5-flash-lite,15,35,1,bird,animals-gen,hills,['UsedForFur'],False,['Bird'],True,alpaca,False,median
lion,rank-1,590,gemini-2.5-flash-lite,16,35,1,frog,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",True,lion,True,median
tiger,rank-1,590,gemini-2.5-flash-lite,17,35,1,squirrel,animals-gen,hills,"['African', 'Feline']",False,"['NorthAmerican', 'Rodents']",True,tiger,False,median
bear,rank-1,590,gemini-2.5-flash-lite,18,35,1,raccoon,animals-gen,hills,['NorthAmerican'],True,['NorthAmerican'],False,bear,True,median
wolf,rank-1,590,gemini-2.5-flash-lite,19,35,1,ferret,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Farm', 'Weasels']",True,wolf,True,median
fox,rank-1,590,gemini-2.5-flash-lite,20,35,1,beaver,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",True,fox,True,median
deer,rank-1,590,gemini-2.5-flash-lite,21,35,1,deer,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Deers', 'NorthAmerican']",False,deer,True,median
squirrel,rank-1,590,gemini-2.5-flash-lite,22,35,1,crocodile,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['ReptileAmphibian'],True,squirrel,False,median
monkey,rank-1,590,gemini-2.5-flash-lite,23,35,1,alligator,animals-gen,hills,"['African', 'Primates']",True,"['ReptileAmphibian', 'Water']",False,monkey,True,median
bunny,rank-1,380,gemini-2.5-flash-lite,1,30,1,bunny,animals-gen,hills,['Rabbit'],True,['Rabbit'],True,bunny,False,median
rabbit,rank-1,380,gemini-2.5-flash-lite,2,30,1,bat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Insectivores'],True,rabbit,False,median
hare,rank-1,380,gemini-2.5-flash-lite,3,30,1,cat,animals-gen,hills,['Rabbit'],False,['Pets'],True,hare,False,median
fox,rank-1,380,gemini-2.5-flash-lite,4,30,1,dog,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",True,"['Canine', 'Pets']",False,fox,True,median
wolf,rank-1,380,gemini-2.5-flash-lite,5,30,1,pig,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Farm'],True,wolf,True,median
dog,rank-1,380,gemini-2.5-flash-lite,6,30,1,horse,animals-gen,hills,"['Canine', 'Pets']",False,"['BeastsOfBurden', 'Farm']",False,dog,True,median
cat,rank-1,380,gemini-2.5-flash-lite,7,30,1,fish,animals-gen,hills,['Pets'],False,"['Fish', 'Water']",True,cat,False,median
mouse,rank-1,380,gemini-2.5-flash-lite,8,30,1,turtle,animals-gen,hills,"['Bird', 'Rodents']",True,"['ReptileAmphibian', 'Water']",False,mouse,True,median
rat,rank-1,380,gemini-2.5-flash-lite,9,30,1,dolphin,animals-gen,hills,['Rodents'],False,"['Insects', 'Water']",False,rat,False,median
squirrel,rank-1,380,gemini-2.5-flash-lite,10,30,1,whale,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Fish', 'Water']",False,squirrel,True,median
chipmunk,rank-1,380,gemini-2.5-flash-lite,11,30,1,shark,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Fish', 'Water']",False,chipmunk,False,median
bear,rank-1,380,gemini-2.5-flash-lite,12,30,1,blowfish,animals-gen,hills,['NorthAmerican'],False,['Fish'],False,bear,True,median
lion,rank-1,380,gemini-2.5-flash-lite,13,30,1,alligator,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",True,lion,True,median
tiger,rank-1,380,gemini-2.5-flash-lite,14,30,1,crocodile,animals-gen,hills,"['African', 'Feline']",False,['ReptileAmphibian'],False,tiger,False,median
leopard,rank-1,380,gemini-2.5-flash-lite,15,30,1,goat,animals-gen,hills,"['African', 'Feline']",False,['Farm'],True,leopard,False,median
jaguar,rank-1,380,gemini-2.5-flash-lite,16,30,1,sheep,animals-gen,hills,['Feline'],False,['Farm'],False,jaguar,False,median
cheetah,rank-1,380,gemini-2.5-flash-lite,17,30,1,wolf,animals-gen,hills,"['African', 'Feline']",False,"['Canine', 'NorthAmerican']",True,cheetah,True,median
elephant,rank-1,380,gemini-2.5-flash-lite,18,30,1,coyote,animals-gen,hills,['African'],False,['Canine'],False,elephant,True,median
giraffe,rank-1,380,gemini-2.5-flash-lite,19,30,1,hamster,animals-gen,hills,['African'],False,"['Pets', 'Rodents']",True,giraffe,False,median
zebra,rank-1,380,gemini-2.5-flash-lite,20,30,1,opossum,animals-gen,hills,['African'],False,['NorthAmerican'],True,zebra,False,median
rhinoceros,rank-1,380,gemini-2.5-flash-lite,21,30,1,tiger,animals-gen,hills,['African'],False,"['African', 'Feline']",True,rhinoceros,True,median
hippopotamus,rank-1,380,gemini-2.5-flash-lite,22,30,1,lion,animals-gen,hills,['African'],False,"['African', 'Feline']",False,hippopotamus,False,median
dog,rank-1,496,gemini-2.5-flash-lite,1,33,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,496,gemini-2.5-flash-lite,2,33,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,496,gemini-2.5-flash-lite,3,33,1,rabbit,animals-gen,hills,"['Pets', 'Rodents']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,hamster,False,median
rabbit,rank-1,496,gemini-2.5-flash-lite,4,33,1,owl,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Bird'],True,rabbit,False,median
guinea_pig,rank-1,496,gemini-2.5-flash-lite,5,33,1,eagle,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],False,guinea pig,True,median
mouse,rank-1,496,gemini-2.5-flash-lite,6,33,1,horse,animals-gen,hills,"['Bird', 'Rodents']",False,"['BeastsOfBurden', 'Farm']",True,mouse,True,median
rat,rank-1,496,gemini-2.5-flash-lite,7,33,1,cow,animals-gen,hills,['Rodents'],False,"['Bovine', 'Farm']",False,rat,False,median
squirrel,rank-1,496,gemini-2.5-flash-lite,8,33,1,chicken,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Bird', 'Farm']",False,squirrel,True,median
chipmunk,rank-1,496,gemini-2.5-flash-lite,9,33,1,butterfly,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Insects'],True,chipmunk,False,median
beaver,rank-1,496,gemini-2.5-flash-lite,10,33,1,pig,animals-gen,hills,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",False,['Farm'],True,beaver,True,median
otter,rank-1,496,gemini-2.5-flash-lite,11,33,1,squirrel,animals-gen,hills,"['Water', 'Weasels']",False,"['NorthAmerican', 'Rodents']",True,otter,True,median
seal,rank-1,496,gemini-2.5-flash-lite,12,33,1,bear,animals-gen,hills,"['Arctic', 'Water']",False,['NorthAmerican'],False,seal,True,median
whale,rank-1,496,gemini-2.5-flash-lite,13,33,1,moose,animals-gen,hills,"['Fish', 'Water']",False,"['Deers', 'NorthAmerican']",False,whale,True,median
dolphin,rank-1,496,gemini-2.5-flash-lite,14,33,1,whale,animals-gen,hills,"['Insects', 'Water']",False,"['Fish', 'Water']",True,dolphin,False,median
shark,rank-1,496,gemini-2.5-flash-lite,15,33,1,dolphin,animals-gen,hills,"['Fish', 'Water']",False,"['Insects', 'Water']",False,shark,False,median
fish,rank-1,496,gemini-2.5-flash-lite,16,33,1,walrus,animals-gen,hills,"['Fish', 'Water']",False,"['Arctic', 'Water']",False,fish,False,median
octopus,rank-1,496,gemini-2.5-flash-lite,17,33,1,squid,animals-gen,hills,['Water'],False,['Water'],False,octopus,True,median
jellyfish,rank-1,496,gemini-2.5-flash-lite,18,33,1,sponge,animals-gen,hills,['Water'],False,['Water'],False,jellyfish,False,median
crab,rank-1,496,gemini-2.5-flash-lite,19,33,1,stingray,animals-gen,hills,['Water'],False,['Water'],False,crab,True,median
lobster,rank-1,496,gemini-2.5-flash-lite,20,33,1,bluejay,animals-gen,hills,['Water'],False,['Bird'],True,lobster,False,median
shrimp,rank-1,496,gemini-2.5-flash-lite,21,33,1,oriole,animals-gen,hills,['Fish'],True,['Bird'],False,shrimp,False,median
chicken,rank-1,496,gemini-2.5-flash-lite,22,33,1,cardinal,animals-gen,hills,"['Bird', 'Farm']",True,['Bird'],False,chicken,True,median
duck,rank-1,496,gemini-2.5-flash-lite,23,33,1,cub,animals-gen,hills,['Bird'],False,['NorthAmerican'],True,duck,True,median
goose,rank-1,496,gemini-2.5-flash-lite,24,33,1,kangaroo,animals-gen,hills,['Water'],True,['Australian'],True,goose,False,median
dog,rank-1,477,gemini-2.5-flash-lite,1,34,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,477,gemini-2.5-flash-lite,2,34,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,477,gemini-2.5-flash-lite,3,34,1,rat,animals-gen,hills,"['Pets', 'Rodents']",False,['Rodents'],True,hamster,False,median
