response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch,response_unmodified,embedding_switch_prediction,switch_embedding
rat,rank-1,477,gemini-3-pro-preview,4,34,1,mouse,animals-gen,hills,['Rodents'],False,"['Bird', 'Rodents']",False,rat,False,median
hamster,rank-1,477,gemini-3-pro-preview,5,34,1,tiger,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",True,hamster,False,median
guinea_pig,rank-1,477,gemini-3-pro-preview,6,34,1,bear,animals-gen,hills,"['Pets', 'Rodents']",False,['NorthAmerican'],True,guinea pig,False,median
rabbit,rank-1,477,gemini-3-pro-preview,7,34,1,lion,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Feline']",True,rabbit,True,median
cow,rank-1,477,gemini-3-pro-preview,8,34,1,cheetah,animals-gen,hills,"['Bovine', 'Farm']",True,"['African', 'Feline']",False,cow,True,median
horse,rank-1,477,gemini-3-pro-preview,9,34,1,python,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['ReptileAmphibian'],True,horse,False,median
pig,rank-1,477,gemini-3-pro-preview,10,34,1,panther,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True,pig,True,median
sheep,rank-1,477,gemini-3-pro-preview,11,34,1,zebra,animals-gen,hills,['Farm'],False,['African'],False,sheep,True,median
goat,rank-1,477,gemini-3-pro-preview,12,34,1,giraffe,animals-gen,hills,['Farm'],False,['African'],False,goat,False,median
chicken,rank-1,477,gemini-3-pro-preview,13,34,1,elephant,animals-gen,hills,"['Bird', 'Farm']",False,['African'],False,chicken,True,median
duck,rank-1,477,gemini-3-pro-preview,14,34,1,penguin,animals-gen,hills,['Bird'],False,"['Arctic', 'Bird', 'Water']",True,duck,False,median
goose,rank-1,477,gemini-3-pro-preview,15,34,1,polarbear,animals-gen,hills,['Water'],True,['Arctic'],False,goose,False,median
turkey,rank-1,477,gemini-3-pro-preview,16,34,1,panda,animals-gen,hills,"['Bird', 'Farm']",True,['Asian'],True,turkey,True,median
eagle,rank-1,477,gemini-3-pro-preview,17,34,1,snake,animals-gen,hills,['Bird'],False,"['Farm', 'ReptileAmphibian']",True,eagle,True,median
hawk,rank-1,477,gemini-3-pro-preview,18,34,1,gardensnake,animals-gen,hills,['Bird'],False,['ReptileAmphibian'],False,hawk,False,median
owl,rank-1,477,gemini-3-pro-preview,19,34,1,snail,animals-gen,hills,['Bird'],False,['Water'],True,owl,True,median
squirrel,rank-1,477,gemini-3-pro-preview,20,34,1,toad,animals-gen,hills,"['NorthAmerican', 'Rodents']",True,"['ReptileAmphibian', 'Water']",False,squirrel,True,median
chipmunk,rank-1,477,gemini-3-pro-preview,21,34,1,frog,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['ReptileAmphibian', 'Water']",False,chipmunk,False,median
raccoon,rank-1,477,gemini-3-pro-preview,22,34,1,chameleon,animals-gen,hills,['NorthAmerican'],False,"['African', 'ReptileAmphibian']",False,raccoon,False,median
skunk,rank-1,477,gemini-3-pro-preview,23,34,1,lizard,animals-gen,hills,"['NorthAmerican', 'Weasels']",False,['ReptileAmphibian'],False,skunk,False,median
deer,rank-1,477,gemini-3-pro-preview,24,34,1,slug,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Water'],True,deer,True,median
bear,rank-1,477,gemini-3-pro-preview,25,34,1,horse,animals-gen,hills,['NorthAmerican'],False,"['BeastsOfBurden', 'Farm']",True,bear,True,median
wolf,rank-1,477,gemini-3-pro-preview,26,34,1,camel,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['African', 'BeastsOfBurden']",False,wolf,True,median
fox,rank-1,477,gemini-3-pro-preview,27,34,1,kangaroo,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Australian'],True,fox,True,median
lion,rank-1,477,gemini-3-pro-preview,28,34,1,koala,animals-gen,hills,"['African', 'Feline']",True,['Australian'],False,lion,True,median
tiger,rank-1,477,gemini-3-pro-preview,29,34,1,shark,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",True,tiger,False,median
leopard,rank-1,477,gemini-3-pro-preview,30,34,1,whale,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",False,leopard,False,median
cheetah,rank-1,477,gemini-3-pro-preview,31,34,1,goldfish,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Pets', 'Water']",False,cheetah,False,median
elephant,rank-1,477,gemini-3-pro-preview,32,34,1,angelfish,animals-gen,hills,['African'],False,['Fish'],False,elephant,True,median
giraffe,rank-1,477,gemini-3-pro-preview,33,34,1,salamander,animals-gen,hills,['African'],False,"['ReptileAmphibian', 'Water']",True,giraffe,False,median
zebra,rank-1,477,gemini-3-pro-preview,34,34,1,spider,animals-gen,hills,['African'],False,"['Arachnid', 'Farm']",True,zebra,False,median
cow,rank-1,495,gemini-3-pro-preview,1,31,1,cow,animals-gen,hills,"['Bovine', 'Farm']",True,"['Bovine', 'Farm']",True,cow,False,median
pig,rank-1,495,gemini-3-pro-preview,2,31,1,cheetah,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True,pig,False,median
horse,rank-1,495,gemini-3-pro-preview,3,31,1,bird,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Bird'],True,horse,True,median
sheep,rank-1,495,gemini-3-pro-preview,4,31,1,goldfish,animals-gen,hills,['Farm'],False,"['Fish', 'Pets', 'Water']",True,sheep,True,median
goat,rank-1,495,gemini-3-pro-preview,5,31,1,toucan,animals-gen,hills,['Farm'],False,['Bird'],True,goat,False,median
chicken,rank-1,495,gemini-3-pro-preview,6,31,1,dog,animals-gen,hills,"['Bird', 'Farm']",False,"['Canine', 'Pets']",True,chicken,True,median
rooster,rank-1,495,gemini-3-pro-preview,7,31,1,cat,animals-gen,hills,['Farm'],False,['Pets'],False,rooster,False,median
duck,rank-1,495,gemini-3-pro-preview,8,31,1,squirrel,animals-gen,hills,['Bird'],True,"['NorthAmerican', 'Rodents']",True,duck,True,median
goose,rank-1,495,gemini-3-pro-preview,9,31,1,bat,animals-gen,hills,['Water'],True,['Insectivores'],True,goose,False,median
dog,rank-1,495,gemini-3-pro-preview,10,31,1,elephant,animals-gen,hills,"['Canine', 'Pets']",True,['African'],True,dog,True,median
cat,rank-1,495,gemini-3-pro-preview,11,31,1,flamingo,animals-gen,hills,['Pets'],False,['Bird'],True,cat,False,median
mouse,rank-1,495,gemini-3-pro-preview,12,31,1,rhino,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True,mouse,True,median
rat,rank-1,495,gemini-3-pro-preview,13,31,1,goat,animals-gen,hills,['Rodents'],False,['Farm'],True,rat,False,median
rabbit,rank-1,495,gemini-3-pro-preview,14,31,1,horse,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['BeastsOfBurden', 'Farm']",False,rabbit,True,median
squirrel,rank-1,495,gemini-3-pro-preview,15,31,1,shark,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Fish', 'Water']",True,squirrel,False,median
chipmunk,rank-1,495,gemini-3-pro-preview,16,31,1,human,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Primates'],True,chipmunk,False,median
deer,rank-1,495,gemini-3-pro-preview,17,31,1,fish,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Fish', 'Water']",True,deer,True,median
bear,rank-1,495,gemini-3-pro-preview,18,31,1,bass,animals-gen,hills,['NorthAmerican'],False,['Fish'],False,bear,True,median
wolf,rank-1,495,gemini-3-pro-preview,19,31,1,eagle,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Bird'],True,wolf,False,median
fox,rank-1,495,gemini-3-pro-preview,20,31,1,stallion,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Farm'],True,fox,True,median
lion,rank-1,495,gemini-3-pro-preview,21,31,1,cardinal,animals-gen,hills,"['African', 'Feline']",True,['Bird'],True,lion,True,median
tiger,rank-1,495,gemini-3-pro-preview,22,31,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True,tiger,False,median
elephant,rank-1,495,gemini-3-pro-preview,23,31,1,lion,animals-gen,hills,['African'],False,"['African', 'Feline']",False,elephant,True,median
giraffe,rank-1,495,gemini-3-pro-preview,24,31,1,pony,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",True,giraffe,False,median
zebra,rank-1,495,gemini-3-pro-preview,25,31,1,wildcat,animals-gen,hills,['African'],False,['Feline'],True,zebra,False,median
monkey,rank-1,495,gemini-3-pro-preview,26,31,1,wolverine,animals-gen,hills,"['African', 'Primates']",False,['Weasels'],True,monkey,True,median
gorilla,rank-1,495,gemini-3-pro-preview,27,31,1,gull,animals-gen,hills,"['African', 'Primates']",False,['Bird'],True,gorilla,False,median
chimpanzee,rank-1,495,gemini-3-pro-preview,28,31,1,rat,animals-gen,hills,"['African', 'Primates']",False,['Rodents'],True,chimpanzee,False,median
whale,rank-1,495,gemini-3-pro-preview,29,31,1,mouse,animals-gen,hills,"['Fish', 'Water']",True,"['Bird', 'Rodents']",False,whale,True,median
dolphin,rank-1,495,gemini-3-pro-preview,30,31,1,pheasant,animals-gen,hills,"['Insects', 'Water']",False,['Bird'],False,dolphin,False,median
shark,rank-1,495,gemini-3-pro-preview,31,31,1,snake,animals-gen,hills,"['Fish', 'Water']",False,"['Farm', 'ReptileAmphibian']",True,shark,False,median
dog,rank-1,497,gemini-3-pro-preview,1,27,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,497,gemini-3-pro-preview,2,27,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
mouse,rank-1,497,gemini-3-pro-preview,3,27,1,fox,animals-gen,hills,"['Bird', 'Rodents']",True,"['Canine', 'NorthAmerican', 'UsedForFur']",True,mouse,True,median
rat,rank-1,497,gemini-3-pro-preview,4,27,1,wolf,animals-gen,hills,['Rodents'],False,"['Canine', 'NorthAmerican']",False,rat,False,median
rabbit,rank-1,497,gemini-3-pro-preview,5,27,1,bear,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,['NorthAmerican'],False,rabbit,True,median
cow,rank-1,497,gemini-3-pro-preview,6,27,1,squirrel,animals-gen,hills,"['Bovine', 'Farm']",True,"['NorthAmerican', 'Rodents']",False,cow,True,median
pig,rank-1,497,gemini-3-pro-preview,7,27,1,chipmunk,animals-gen,hills,['Farm'],False,"['NorthAmerican', 'Rodents']",False,pig,False,median
horse,rank-1,497,gemini-3-pro-preview,8,27,1,rabbit,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,horse,True,median
sheep,rank-1,497,gemini-3-pro-preview,9,27,1,horse,animals-gen,hills,['Farm'],False,"['BeastsOfBurden', 'Farm']",True,sheep,True,median
goat,rank-1,497,gemini-3-pro-preview,10,27,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True,goat,False,median
lion,rank-1,497,gemini-3-pro-preview,11,27,1,lion,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",False,lion,True,median
tiger,rank-1,497,gemini-3-pro-preview,12,27,1,cheetah,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",False,tiger,False,median
bear,rank-1,497,gemini-3-pro-preview,13,27,1,hippopotamus,animals-gen,hills,['NorthAmerican'],True,['African'],False,bear,True,median
wolf,rank-1,497,gemini-3-pro-preview,14,27,1,crocodile,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['ReptileAmphibian'],True,wolf,False,median
fox,rank-1,497,gemini-3-pro-preview,15,27,1,alligator,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['ReptileAmphibian', 'Water']",False,fox,True,median
elephant,rank-1,497,gemini-3-pro-preview,16,27,1,wolverine,animals-gen,hills,['African'],True,['Weasels'],True,elephant,True,median
giraffe,rank-1,497,gemini-3-pro-preview,17,27,1,jaguar,animals-gen,hills,['African'],False,['Feline'],True,giraffe,False,median
zebra,rank-1,497,gemini-3-pro-preview,18,27,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",True,zebra,False,median
monkey,rank-1,497,gemini-3-pro-preview,19,27,1,gerbil,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",True,monkey,True,median
gorilla,rank-1,497,gemini-3-pro-preview,20,27,1,cow,animals-gen,hills,"['African', 'Primates']",False,"['Bovine', 'Farm']",True,gorilla,False,median
snake,rank-1,497,gemini-3-pro-preview,21,27,1,hen,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Farm'],False,snake,True,median
lizard,rank-1,497,gemini-3-pro-preview,22,27,1,rooster,animals-gen,hills,['ReptileAmphibian'],False,['Farm'],False,lizard,False,median
turtle,rank-1,497,gemini-3-pro-preview,23,27,1,pig,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Farm'],False,turtle,False,median
frog,rank-1,497,gemini-3-pro-preview,24,27,1,goose,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],True,frog,False,median
fish,rank-1,497,gemini-3-pro-preview,25,27,1,dolphin,animals-gen,hills,"['Fish', 'Water']",False,"['Insects', 'Water']",False,fish,True,median
shark,rank-1,497,gemini-3-pro-preview,26,27,1,whale,animals-gen,hills,"['Fish', 'Water']",False,"['Fish', 'Water']",False,shark,False,median
whale,rank-1,497,gemini-3-pro-preview,27,27,1,polarbear,animals-gen,hills,"['Fish', 'Water']",False,['Arctic'],True,whale,False,median
cat,rank-1,51,gemini-3-pro-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True,cat,False,median
dog,rank-1,51,gemini-3-pro-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False,dog,False,median
hamster,rank-1,51,gemini-3-pro-preview,3,35,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",True,hamster,True,median
guinea_pig,rank-1,51,gemini-3-pro-preview,4,35,1,rat,animals-gen,hills,"['Pets', 'Rodents']",False,['Rodents'],False,guinea pig,False,median
rabbit,rank-1,51,gemini-3-pro-preview,5,35,1,giraffe,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['African'],True,rabbit,True,median
mouse,rank-1,51,gemini-3-pro-preview,6,35,1,lion,animals-gen,hills,"['Bird', 'Rodents']",True,"['African', 'Feline']",False,mouse,True,median
rat,rank-1,51,gemini-3-pro-preview,7,35,1,zebra,animals-gen,hills,['Rodents'],False,['African'],False,rat,False,median
cow,rank-1,51,gemini-3-pro-preview,8,35,1,rhino,animals-gen,hills,"['Bovine', 'Farm']",True,['African'],False,cow,True,median
horse,rank-1,51,gemini-3-pro-preview,9,35,1,ostrich,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['African', 'Bird']",False,horse,False,median
pig,rank-1,51,gemini-3-pro-preview,10,35,1,meerkat,animals-gen,hills,['Farm'],False,['African'],False,pig,True,median
sheep,rank-1,51,gemini-3-pro-preview,11,35,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",False,sheep,False,median
goat,rank-1,51,gemini-3-pro-preview,12,35,1,bear,animals-gen,hills,['Farm'],False,['NorthAmerican'],True,goat,False,median
chicken,rank-1,51,gemini-3-pro-preview,13,35,1,bat,animals-gen,hills,"['Bird', 'Farm']",False,['Insectivores'],True,chicken,True,median
duck,rank-1,51,gemini-3-pro-preview,14,35,1,aardvark,animals-gen,hills,['Bird'],False,"['African', 'Insectivores']",False,duck,False,median
turkey,rank-1,51,gemini-3-pro-preview,15,35,1,elephant,animals-gen,hills,"['Bird', 'Farm']",False,['African'],False,turkey,True,median
lion,rank-1,51,gemini-3-pro-preview,16,35,1,flea,animals-gen,hills,"['African', 'Feline']",True,['Insects'],True,lion,True,median
tiger,rank-1,51,gemini-3-pro-preview,17,35,1,ferret,animals-gen,hills,"['African', 'Feline']",False,"['Farm', 'Weasels']",True,tiger,False,median
bear,rank-1,51,gemini-3-pro-preview,18,35,1,parrot,animals-gen,hills,['NorthAmerican'],True,"['Bird', 'Pets']",True,bear,True,median
elephant,rank-1,51,gemini-3-pro-preview,19,35,1,hippopotamus,animals-gen,hills,['African'],True,['African'],True,elephant,True,median
giraffe,rank-1,51,gemini-3-pro-preview,20,35,1,alligator,animals-gen,hills,['African'],False,"['ReptileAmphibian', 'Water']",True,giraffe,False,median
zebra,rank-1,51,gemini-3-pro-preview,21,35,1,crocodile,animals-gen,hills,['African'],False,['ReptileAmphibian'],False,zebra,False,median
monkey,rank-1,51,gemini-3-pro-preview,22,35,1,frog,animals-gen,hills,"['African', 'Primates']",False,"['ReptileAmphibian', 'Water']",False,monkey,True,median
gorilla,rank-1,51,gemini-3-pro-preview,23,35,1,whale,animals-gen,hills,"['African', 'Primates']",False,"['Fish', 'Water']",False,gorilla,False,median
chimpanzee,rank-1,51,gemini-3-pro-preview,24,35,1,shark,animals-gen,hills,"['African', 'Primates']",False,"['Fish', 'Water']",False,chimpanzee,False,median
snake,rank-1,51,gemini-3-pro-preview,25,35,1,clownfish,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Fish'],False,snake,True,median
lizard,rank-1,51,gemini-3-pro-preview,26,35,1,guppy,animals-gen,hills,['ReptileAmphibian'],False,"['Fish', 'Pets']",False,lizard,False,median
crocodile,rank-1,51,gemini-3-pro-preview,27,35,1,goldfish,animals-gen,hills,['ReptileAmphibian'],False,"['Fish', 'Pets', 'Water']",False,crocodile,False,median
alligator,rank-1,51,gemini-3-pro-preview,28,35,1,snake,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Farm', 'ReptileAmphibian']",True,alligator,False,median
turtle,rank-1,51,gemini-3-pro-preview,29,35,1,snail,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],True,turtle,True,median
frog,rank-1,51,gemini-3-pro-preview,30,35,1,deer,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Deers', 'NorthAmerican']",True,frog,False,median
whale,rank-1,51,gemini-3-pro-preview,31,35,1,elk,animals-gen,hills,"['Fish', 'Water']",False,"['Deers', 'NorthAmerican']",False,whale,True,median
dolphin,rank-1,51,gemini-3-pro-preview,32,35,1,buffalo,animals-gen,hills,"['Insects', 'Water']",False,"['African', 'Bovine']",True,dolphin,False,median
shark,rank-1,51,gemini-3-pro-preview,33,35,1,monkey,animals-gen,hills,"['Fish', 'Water']",False,"['African', 'Primates']",False,shark,False,median
octopus,rank-1,51,gemini-3-pro-preview,34,35,1,hyena,animals-gen,hills,['Water'],False,"['African', 'Canine']",False,octopus,True,median
seal,rank-1,51,gemini-3-pro-preview,35,35,1,kangaroo,animals-gen,hills,"['Arctic', 'Water']",False,['Australian'],True,seal,True,median
skunk,rank-1,498,gemini-3-pro-preview,1,26,1,skunk,animals-gen,hills,"['NorthAmerican', 'Weasels']",True,"['NorthAmerican', 'Weasels']",True,skunk,False,median
raccoon,rank-1,498,gemini-3-pro-preview,2,26,1,giraffe,animals-gen,hills,['NorthAmerican'],False,['African'],True,raccoon,False,median
squirrel,rank-1,498,gemini-3-pro-preview,3,26,1,dog,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Canine', 'Pets']",True,squirrel,False,median
chipmunk,rank-1,498,gemini-3-pro-preview,4,26,1,cat,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Pets'],False,chipmunk,False,median
rabbit,rank-1,498,gemini-3-pro-preview,5,26,1,monkey,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Primates']",True,rabbit,True,median
fox,rank-1,498,gemini-3-pro-preview,6,26,1,kangaroo,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Australian'],True,fox,True,median
deer,rank-1,498,gemini-3-pro-preview,7,26,1,zebra,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['African'],True,deer,True,median
bear,rank-1,498,gemini-3-pro-preview,8,26,1,dinosaur,animals-gen,hills,['NorthAmerican'],False,"['Dinosaur', 'ReptileAmphibian']",True,bear,True,median
wolf,rank-1,498,gemini-3-pro-preview,9,26,1,spider,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Arachnid', 'Farm']",True,wolf,True,median
moose,rank-1,498,gemini-3-pro-preview,10,26,1,snake,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Farm', 'ReptileAmphibian']",False,moose,True,median
beaver,rank-1,498,gemini-3-pro-preview,11,26,1,ant,animals-gen,hills,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",False,['Insects'],True,beaver,True,median
otter,rank-1,498,gemini-3-pro-preview,12,26,1,bee,animals-gen,hills,"['Water', 'Weasels']",False,['Insects'],False,otter,False,median
badger,rank-1,498,gemini-3-pro-preview,13,26,1,mosquito,animals-gen,hills,"['NorthAmerican', 'Weasels']",False,['Insects'],False,badger,True,median
porcupine,rank-1,498,gemini-3-pro-preview,14,26,1,bird,animals-gen,hills,['Rodents'],True,['Bird'],True,porcupine,True,median
hedgehog,rank-1,498,gemini-3-pro-preview,15,26,1,eagle,animals-gen,hills,"['Insectivores', 'Rodents']",False,['Bird'],False,hedgehog,False,median
mouse,rank-1,498,gemini-3-pro-preview,16,26,1,tiger,animals-gen,hills,"['Bird', 'Rodents']",False,"['African', 'Feline']",True,mouse,True,median
rat,rank-1,498,gemini-3-pro-preview,17,26,1,lion,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",False,rat,False,median
hamster,rank-1,498,gemini-3-pro-preview,18,26,1,bear,animals-gen,hills,"['Pets', 'Rodents']",False,['NorthAmerican'],True,hamster,False,median
