id,rank,model,category,actual_response,predicted_response,is_correct,is_chosen,choice_index,input_sequence,logprobs
51,32,ngram-2,animals,buffalo,deer,False,True,0,"cat,dog,mouse,rat,giraffe,lion,zebra,rhino,ostrich,meerkat,tiger,bear,bat,aardvark,elephant,flea,ferret,parrot,hippopotamus,alligator,crocodile,frog,whale,shark,clownfish,guppy,goldfish,snake,snail,deer,elk",-4.5109
51,33,ngram-2,animals,monkey,bison,False,True,0,"cat,dog,mouse,rat,giraffe,lion,zebra,rhino,ostrich,meerkat,tiger,bear,bat,aardvark,elephant,flea,ferret,parrot,hippopotamus,alligator,crocodile,frog,whale,shark,clownfish,guppy,goldfish,snake,snail,deer,elk,buffalo",-4.8203
51,34,ngram-2,animals,hyena,ape,False,True,0,"cat,dog,mouse,rat,giraffe,lion,zebra,rhino,ostrich,meerkat,tiger,bear,bat,aardvark,elephant,flea,ferret,parrot,hippopotamus,alligator,crocodile,frog,whale,shark,clownfish,guppy,goldfish,snake,snail,deer,elk,buffalo,monkey",-3.5421
51,35,ngram-2,animals,kangaroo,boar,False,True,0,"cat,dog,mouse,rat,giraffe,lion,zebra,rhino,ostrich,meerkat,tiger,bear,bat,aardvark,elephant,flea,ferret,parrot,hippopotamus,alligator,crocodile,frog,whale,shark,clownfish,guppy,goldfish,snake,snail,deer,elk,buffalo,monkey,hyena",-5.1874
71,2,ngram-2,animals,panther,lion,False,True,0,"cheetah",-3.7892
71,3,ngram-2,animals,snake,zebra,False,True,0,"cheetah,panther",-4.5326
71,4,ngram-2,animals,shark,lizard,False,True,0,"cheetah,panther,snake",-4.2950
71,5,ngram-2,animals,elephant,whale,False,True,0,"cheetah,panther,snake,shark",-3.4488
71,6,ngram-2,animals,gazelle,giraffe,False,True,0,"cheetah,panther,snake,shark,elephant",-3.8963
71,7,ngram-2,animals,deer,antelope,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle",-4.8013
71,8,ngram-2,animals,monkey,moose,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer",-3.8091
71,9,ngram-2,animals,orangutan,ape,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey",-3.5354
71,10,ngram-2,animals,mouse,anteater,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan",-5.1846
71,11,ngram-2,animals,hamster,rat,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse",-2.6706
71,12,ngram-2,animals,sheep,gerbil,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster",-3.7817
71,13,ngram-2,animals,horse,horse,True,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep",-3.8893
71,14,ngram-2,animals,rabbit,cow,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse",-3.5331
71,15,ngram-2,animals,squirrel,bird,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit",-4.6250
71,16,ngram-2,animals,muskrat,chipmunk,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel",-2.7798
71,17,ngram-2,animals,loon,deer,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat",-5.1705
71,18,ngram-2,animals,eagle,aardvark,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon",-5.8493
71,19,ngram-2,animals,hawk,hawk,True,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle",-4.5353
71,20,ngram-2,animals,raven,bluejay,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk",-5.1985
71,21,ngram-2,animals,bluebird,monkey,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven",-5.1591
71,22,ngram-2,animals,raptor,bird,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird",-5.1591
71,23,ngram-2,animals,fox,aardvark,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor",-5.8493
71,24,ngram-2,animals,cow,wolf,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox",-4.3148
71,25,ngram-2,animals,fisher,pig,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow",-3.1170
71,26,ngram-2,animals,wolverine,aardvark,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher",-5.8493
71,27,ngram-2,animals,badger,badger,True,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine",-5.1705
71,28,ngram-2,animals,tiger,chipmunk,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger",-5.1648
71,29,ngram-2,animals,bronco,bear,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger",-2.4980
71,30,ngram-2,animals,hare,aardvark,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco",-5.8493
71,31,ngram-2,animals,turtle,pig,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare",-5.1648
71,32,ngram-2,animals,crab,fish,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare,turtle",-4.1871
71,33,ngram-2,animals,fish,lobster,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare,turtle,crab",-4.0971
71,34,ngram-2,animals,bluegill,whale,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare,turtle,crab,fish",-4.1340
71,35,ngram-2,animals,mantaray,bass,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare,turtle,crab,fish,bluegill",-5.1648
71,36,ngram-2,animals,caribou,aardvark,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare,turtle,crab,fish,bluegill,mantaray",-5.8493
71,37,ngram-2,animals,polarbear,ox,False,True,0,"cheetah,panther,snake,shark,elephant,gazelle,deer,monkey,orangutan,mouse,hamster,sheep,horse,rabbit,squirrel,muskrat,loon,eagle,hawk,raven,bluebird,raptor,fox,cow,fisher,wolverine,badger,tiger,bronco,hare,turtle,crab,fish,bluegill,mantaray,caribou",-5.1676
198,2,ngram-2,animals,cat,cat,True,True,0,"dog",-1.6053
198,3,ngram-2,animals,mouse,dog,False,True,0,"dog,cat",-2.7440
198,4,ngram-2,animals,tiger,rat,False,True,0,"dog,cat,mouse",-2.6801
198,5,ngram-2,animals,lion,bear,False,True,0,"dog,cat,mouse,tiger",-2.5066
198,6,ngram-2,animals,bear,tiger,False,True,0,"dog,cat,mouse,tiger,lion",-2.1139
198,7,ngram-2,animals,cheetah,lion,False,True,0,"dog,cat,mouse,tiger,lion,bear",-3.6463
198,8,ngram-2,animals,skunk,lion,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah",-3.7992
198,9,ngram-2,animals,raccoon,deer,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk",-4.5218
198,10,ngram-2,animals,hamster,squirrel,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon",-3.8764
198,11,ngram-2,animals,elephant,gerbil,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster",-3.7917
198,12,ngram-2,animals,hippopotamus,giraffe,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant",-3.9053
198,13,ngram-2,animals,alligator,giraffe,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus",-4.5926
198,14,ngram-2,animals,crocodile,crocodile,True,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator",-2.9394
198,15,ngram-2,animals,boaconstrictor,alligator,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile",-3.6610
198,16,ngram-2,animals,viper,gecko,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor",-5.1733
198,17,ngram-2,animals,rattlesnake,cow,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper",-5.1705
198,18,ngram-2,animals,opossum,ostrich,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake",-5.1761
198,19,ngram-2,animals,fox,anteater,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum",-5.1874
198,20,ngram-2,animals,deer,wolf,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum,fox",-4.3255
198,21,ngram-2,animals,bobcat,moose,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum,fox,deer",-3.8189
198,22,ngram-2,animals,bird,bunny,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum,fox,deer,bobcat",-5.1874
198,23,ngram-2,animals,beaver,fish,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum,fox,deer,bobcat,bird",-4.1477
198,24,ngram-2,animals,groundhog,deer,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum,fox,deer,bobcat,bird,beaver",-4.7847
198,25,ngram-2,animals,hyena,pig,False,True,0,"dog,cat,mouse,tiger,lion,bear,cheetah,skunk,raccoon,hamster,elephant,hippopotamus,alligator,crocodile,boaconstrictor,viper,rattlesnake,opossum,fox,deer,bobcat,bird,beaver,groundhog",-4.8040
199,2,ngram-2,animals,cat,cat,True,True,0,"dog",-1.6053
199,3,ngram-2,animals,bear,dog,False,True,0,"dog,cat",-2.7440
199,4,ngram-2,animals,monkey,lion,False,True,0,"dog,cat,bear",-3.6463
199,5,ngram-2,animals,pig,ape,False,True,0,"dog,cat,bear,monkey",-3.5443
199,6,ngram-2,animals,cow,horse,False,True,0,"dog,cat,bear,monkey,pig",-3.3073
199,7,ngram-2,animals,horse,pig,False,True,0,"dog,cat,bear,monkey,pig,cow",-3.1263
199,8,ngram-2,animals,turkey,cow,False,True,0,"dog,cat,bear,monkey,pig,cow,horse",-3.5421
199,9,ngram-2,animals,giraffe,pig,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey",-4.3095
199,10,ngram-2,animals,elephant,elephant,True,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe",-3.4454
199,11,ngram-2,animals,hippopotamus,giraffe,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant",-3.9053
199,12,ngram-2,animals,tiger,giraffe,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus",-4.5926
199,13,ngram-2,animals,lion,bear,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger",-2.5066
199,14,ngram-2,animals,penguin,tiger,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion",-2.1139
199,15,ngram-2,animals,mouse,polarbear,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin",-3.8764
199,16,ngram-2,animals,rat,rat,True,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse",-2.7152
199,17,ngram-2,animals,hamster,mouse,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat",-2.8855
199,18,ngram-2,animals,fish,gerbil,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster",-3.7917
199,19,ngram-2,animals,chicken,whale,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish",-4.1431
199,20,ngram-2,animals,rabbit,cow,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken",-3.6134
199,21,ngram-2,animals,goose,squirrel,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit",-4.4116
199,22,ngram-2,animals,turtle,duck,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose",-4.3255
199,23,ngram-2,animals,bird,fish,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle",-4.1972
199,24,ngram-2,animals,frog,fish,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird",-4.1477
199,25,ngram-2,animals,wolf,snake,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog",-4.0330
199,26,ngram-2,animals,raccoon,fox,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf",-4.1641
199,27,ngram-2,animals,possum,squirrel,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon",-3.8764
199,28,ngram-2,animals,squirrel,raccoon,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum",-4.1217
199,29,ngram-2,animals,chipmunk,chipmunk,True,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel",-2.8285
199,30,ngram-2,animals,ferret,squirrel,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk",-4.1821
199,31,ngram-2,animals,duck,bird,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret",-4.8230
199,32,ngram-2,animals,swan,goose,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck",-3.3935
199,33,ngram-2,animals,shark,alligator,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan",-5.1930
199,34,ngram-2,animals,dolphin,whale,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark",-3.4585
199,35,ngram-2,animals,whale,whale,True,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark,dolphin",-3.4012
199,36,ngram-2,animals,mountainlion,dolphin,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark,dolphin,whale",-3.0239
199,37,ngram-2,animals,gerbil,lion,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark,dolphin,whale,mountainlion",-4.7958
199,38,ngram-2,animals,gorilla,guineapig,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark,dolphin,whale,mountainlion,gerbil",-4.3228
199,39,ngram-2,animals,chimpanzee,chimpanzee,True,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark,dolphin,whale,mountainlion,gerbil,gorilla",-3.7740
199,40,ngram-2,animals,snake,gorilla,False,True,0,"dog,cat,bear,monkey,pig,cow,horse,turkey,giraffe,elephant,hippopotamus,tiger,lion,penguin,mouse,rat,hamster,fish,chicken,rabbit,goose,turtle,bird,frog,wolf,raccoon,possum,squirrel,chipmunk,ferret,duck,swan,shark,dolphin,whale,mountainlion,gerbil,gorilla,chimpanzee",-4.1405
285,2,ngram-2,animals,squirrel,moose,False,True,0,"deer",-3.8067
285,3,ngram-2,animals,rabbit,chipmunk,False,True,0,"deer,squirrel",-2.7774
285,4,ngram-2,animals,elk,squirrel,False,True,0,"deer,squirrel,rabbit",-4.3994
285,5,ngram-2,animals,moose,deer,False,True,0,"deer,squirrel,rabbit,elk",-4.4998
285,6,ngram-2,animals,muledeer,deer,False,True,0,"deer,squirrel,rabbit,elk,moose",-3.9837
